arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
textmap,poi_way/1135060523,poi_way/1135060527,overlaps,LineString-LineString,"(linestring,crosses,linestring)",false,3073,466,0.005403,6298,
textmap,poi_way/1135060544,poi_way/1135060527,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,755,0.006848,6412,
textmap,poi_way/28773321,poi_way/1135060527,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,7507,
textmap,poi_way/28773321,poi_way/1135060563,disjoint,LineString-LineString,"(linestring,contains,linestring)",false,3073,575,0.005948,5517,
textmap,poi_way/1135060551,poi_way/1135060563,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,714,0.006643,5616,
textmap,node_3455066013,polygon_census_550250004021,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,352,0.004832,4035,
textmap,poi_way/1135060641,poi_way/1135060557,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,506,0.005603,5741,
textmap,poi_way/232698245,node_3455066661,contains,LineString-Point,"(linestring,touches,point)",false,3072,376,0.004952,4325,
textmap,poi_way/1135060531,poi_way/1135060520,crosses,LineString-LineString,I need to analyze the spatial relationship between LineStrin,false,3073,800,0.007073,5538,
textmap,poi_way/1135060648,poi_way/1135060644,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,766,0.006903,6799,
textmap,poi_way/28773321,poi_way/1135060641,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,667,0.006408,7949,
textmap,node_5630875267,polygon_census_550250004021,touches,Point-Polygon,"(point,within,polygon)",false,3072,292,0.004532,3893,
textmap,node_3702366223,polygon_census_550250004021,touches,Point-Polygon,"(point,within,polygon)",false,3072,313,0.004637,3522,
textmap,node_53459280,polygon_census_550250004021,touches,Point-Polygon,"(point,within,polygon)",false,3072,327,0.004707,3855,
textmap,poi_way/107463303,node_1234984053,contains,LineString-Point,"(linestring,touches,point)",false,3072,448,0.005312,5340,
textmap,poi_way/1134399578,node_6090145354,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,212,0.004132,3006,
textmap,node_6090145355,poi_way/1134399595,within,Point-LineString,"(point,touches,linestring)",false,3072,281,0.004477,3244,
textmap,poi_way/1134399599,node_6090145354,contains,LineString-Point,"(linestring,touches,point)",false,3072,619,0.006167,4601,
textmap,node_5818083431,node_5818083431,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2124,
textmap,poi_way/119917654,node_3295625110,contains,LineString-Point,"(linestring,touches,point)",false,3072,256,0.004352,3084,
textmap,node_9134530140,node_3295625110,disjoint,Point-Point,"(point,disjoint,point)",true,3071,226,0.004201,3018,
textmap,line_poi_way/119858808,node_5818083451,contains,LineString-Point,"(linestring,touches,point)",false,3072,271,0.004427,3200,
textmap,poi_node/10180882668,node_3295625110,disjoint,Point-Point,"(point,disjoint,point)",true,3071,263,0.004386,3580,
textmap,poi_way/119917654,node_3295625158,contains,LineString-Point,"(point,within,linestring)",false,3072,341,0.004777,3550,
textmap,node_3544943705,node_10312211969,disjoint,Point-Point,"(point,disjoint,point)",true,3071,213,0.004136,2834,
textmap,node_1221112938,node_10580933524,disjoint,Point-Point,"(point,disjoint,point)",true,3071,169,0.003916,2483,
textmap,poi_way/119858808,node_5818083436,contains,LineString-Point,"(linestring,touches,point)",false,3072,330,0.004722,3945,
textmap,parcel_70923160059,node_7126876967,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,316,0.004652,3776,
textmap,node_3295712662,node_3295624452,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2501,
textmap,poi_way/106220946,node_1222908505,contains,LineString-Point,"(linestring,disjoint,point)",false,3072,654,0.006342,6626,
textmap,poi_way/102893567,node_7126876966,contains,LineString-Point,"(linestring,contains,point)",true,3072,581,0.005977,5769,
textmap,poi_way/102893567,node_7126876967,contains,LineString-Point,"(linestring,touches,point)",false,3072,571,0.005927,6195,
textmap,poi_way/158450282,node_1706427672,contains,LineString-Point,"(linestring,touches,point)",false,3072,422,0.005182,4651,
textmap,"road_(1178722301, 3455066527)",parcel_70929104027,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,197,0.004058,2550,
textmap,poi_way/107454791,node_9134452605,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,502,0.005582,4264,
textmap,poi_way/106220946,node_1222780806,contains,LineString-Point,"(linestring,contains,point)",true,3072,560,0.005872,8446,
textmap,poi_way/1135060557,node_10580933524,contains,LineString-Point,"(linestring,touches,point)",false,3072,673,0.006437,6645,
textmap,line_poi_way/148110952,node_1612130696,contains,LineString-Point,"(linestring,touches,point)",false,3072,547,0.005807,5677,
textmap,poi_way/1134399566,poi_way/1134399565,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,523,0.005688,4454,
textmap,poi_way/100403782,node_3414445023,contains,LineString-Point,"(linestring,disjoint,point)",false,3072,778,0.006962,5560,
textmap,"road_(1178722301, 3455066527)",parcel_70929124695,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,341,0.004778,4068,
textmap,poi_way/174188352,node_1859407151,contains,LineString-Point,"(linestring,within,point)",false,3072,528,0.005712,6195,
textmap,"road_(1178722301, 3455066527)",node_6538229169,contains,LineString-Point,"(linestring,contains,point)",true,3072,494,0.005542,6014,
textmap,node_1238019915,node_1202893066,disjoint,Point-Point,"(point,disjoint,point)",true,3071,167,0.003906,2433,
textmap,poi_way/101606158,census_550250011021,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,357,0.004858,3892,
textmap,poi_way/174827529,node_1857660781,contains,LineString-Point,"(linestring,touches,point)",false,3072,361,0.004877,4591,
textmap,line_poi_way/37749303,node_2324400913,contains,LineString-Point,"(linestring,disjoint,point)",false,3072,559,0.005867,6602,
textmap,poi_way/101606158,node_3100649353,contains,LineString-Point,"(linestring,touches,point)",false,3072,392,0.005032,4451,
textmap,poi_way/43915588,poi_node/5284803452,contains,LineString-Point,"(linestring,touches,point)",false,3072,338,0.004762,3635,
textmap,poi_way/1134399566,node_3295624452,contains,LineString-Point,"(linestring,touches,point)",false,3072,541,0.005777,8745,
textmap,poi_way/1058242998,node_3736906409,contains,LineString-Point,"(linestring,within,point)",false,3072,325,0.004697,3805,
textmap,census_550250107023,node_1202893039,contains,Polygon-Point,"(polygon,contains,point)",true,3072,289,0.004517,3710,
textmap,poi_way/106220948,node_1222885318,contains,LineString-Point,I need to analyze the spatial relationship between geometry ,false,3072,800,0.007072,5351,
textmap,node_10780895541,node_10780895541,equals,Point-Point,"(point,equals,point)",true,3071,128,0.003711,1936,
textmap,poi_way/43926774,node_1202893051,contains,LineString-Point,"(linestring,contains,point)",true,3072,408,0.005112,4867,
textmap,line_poi_way/37662235,node_10780895541,contains,LineString-Point,"(linestring,touches,point)",false,3072,322,0.004682,3586,
textmap,poi_way/102737839,node_1859409793,contains,LineString-Point,"(linestring,contains,point)",true,3072,613,0.006137,6693,
textmap,line_poi_way/107454790,node_3364707814,contains,LineString-Point,"(linestring,touches,point)",false,3072,289,0.004517,3564,
textmap,poi_way/102234786,node_1857881781,contains,LineString-Point,"(linestring,disjoint,point)",false,3072,566,0.005902,4996,
textmap,node_8597026971,poi_way/1135060561,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,244,0.004292,2887,
textmap,node_1221623993,node_10582096834,disjoint,Point-Point,"(point,disjoint,point)",true,3071,227,0.004206,2789,
textmap,"road_(4866730850, 53514856)",node_6222234590,contains,LineString-Point,"(linestring,touches,point)",false,3072,385,0.004997,4285,
textmap,poi_way/1135060654,node_10580933400,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,420,0.005172,3967,
textmap,census_550250107025,node_1202868542,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,340,0.004772,3992,
textmap,parcel_70920121012,node_3364707814,touches,Polygon-Point,"(point,within,polygon)",false,3072,471,0.005427,5614,
textmap,poi_way/1135060562,poi_way/1135060561,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,619,0.006168,5293,
textmap,poi_way/1135060525,poi_way/105682542,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,381,0.004978,3763,
textmap,node_5000714195,census_550250005062,within,Point-Polygon,"(point,within,polygon)",true,3072,411,0.005127,4985,
textmap,node_10582096838,line_poi_way/1135060525,within,Point-LineString,"(point,touches,linestring)",false,3072,245,0.004297,3678,
textmap,poi_way/107771319,node_4362131544,contains,LineString-Point,"(linestring,contains,point)",true,3072,629,0.006217,6577,
textmap,node_10582096834,line_poi_way/1135060525,within,Point-LineString,"(point,touches,linestring)",false,3072,304,0.004592,3471,
textmap,poi_way/107263373,node_4809970058,contains,LineString-Point,"(linestring,touches,point)",false,3072,736,0.006752,6499,
textmap,node_1202893074,poi_way/44000622,within,Point-LineString,"(point,touches,linestring)",false,3072,550,0.005822,5582,
textmap,parcel_70913330208,node_1180876935,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,341,0.004777,3871,
textmap,node_3590603538,census_550250002042,within,Point-Polygon,"(point,within,polygon)",true,3072,314,0.004642,3757,
textmap,node_1234984053,poi_way/107463303,within,Point-LineString,"(point,touches,linestring)",false,3072,391,0.005027,4744,
textmap,parcel_70823209204,census_550250002042,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,300,0.004573,3781,
textmap,poi_way/365434955,census_550250002042,crosses,LineString-Polygon,"(linestring,disjoint,polygon)",false,3073,399,0.005068,4621,
textmap,node_10312211969,node_7126261718,disjoint,Point-Point,"(point,disjoint,point)",true,3071,221,0.004176,3078,
textmap,parcel_70914437996,node_7126261717,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,258,0.004362,3158,
textmap,poi_way/870590639,poi_way/107463303,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,532,0.005733,6155,
textmap,"road_(53662242, 53662249)",polygon_census_550250002042,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,347,0.004808,4194,
textmap,poi_way/175092613,node_1857601602,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,350,0.004822,3670,
textmap,"road_(53616258, 53616240)",polygon_census_550250002042,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,373,0.004938,4248,
textmap,poi_way/175146012,poi_way/484383229,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,473,0.005438,6483,
textmap,census_550250016064,parcel_70923104106,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,291,0.004528,3675,
textmap,"road_(53435223, 53435228)",polygon_census_550250002042,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,345,0.004798,4566,
textmap,poi_way/175151597,census_550250021002,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,481,0.005478,5414,
textmap,"road_(3811347658, 6496279987)",node_1859372453,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,256,0.004352,3048,
textmap,census_550250012002,node_1773265047,contains,Polygon-Point,"(polygon,within,point)",false,3072,487,0.005507,5022,
textmap,census_550250101002,node_10290429070,contains,Polygon-Point,"(polygon,within,point)",false,3072,366,0.004902,4180,
textmap,node_1345994690,polygon_census_550250101002,within,Point-Polygon,"(point,within,polygon)",true,3072,362,0.004882,4025,
textmap,node_1237990690,poi_way/665181117,within,Point-LineString,"(point,touches,linestring)",false,3072,260,0.004372,3522,
textmap,census_550250003012,node_9134530140,contains,Polygon-Point,"(polygon,within,point)",false,3072,367,0.004907,4119,
textmap,census_550250009022,node_1859372453,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,422,0.005182,4603,
textmap,poi_way/417755338,census_550250014052,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,471,0.005428,4516,
textmap,node_5463566316,census_550250016043,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,252,0.004332,3678,
textmap,node_1180876935,census_550250017062,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,311,0.004627,3606,
textmap,poi_way/1134399572,poi_way/1134399574,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,461,0.005378,5067,
textmap,node_1237984378,poi_way/665181117,within,Point-LineString,"(point,touches,linestring)",false,3072,443,0.005287,4771,
textmap,census_550250016051,census_550250017062,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,402,0.005083,4537,
textmap,census_550250007001,node_1775774274,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,291,0.004527,3616,
textmap,poi_way/102303042,census_550250016043,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,623,0.006188,5493,
textmap,"road_(3702366222, 53560609)","road_(3423901671, 2633805462)",disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,246,0.004303,3814,
textmap,census_550250016041,census_550250016043,touches,Polygon-Polygon,"(polygon,disjoint,polygon)",false,3073,613,0.006138,5469,
textmap,census_550250003012,poi_way/107454791,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,340,0.004773,3879,
textmap,poi_node/919194725,poi_way/107454791,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,244,0.004292,4149,
textmap,node_1234983741,node_6223227465,disjoint,Point-Point,"(point,disjoint,point)",true,3071,167,0.003906,2565,
textmap,poi_node/4479808710,poi_node/9898292787,disjoint,Point-Point,"(point,disjoint,point)",true,3071,189,0.004016,2485,
textmap,census_550250011021,node_1857660723,contains,Polygon-Point,"(polygon,contains,point)",true,3072,289,0.004517,3864,
textmap,node_1178725712,node_2605326731,disjoint,Point-Point,"(point,disjoint,point)",true,3071,227,0.004206,2896,
textmap,poi_way/100404781,parcel_70919409172,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,342,0.004783,4129,
textmap,poi_way/28767743,polygon_census_550250016032,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,415,0.005148,4171,
textmap,poi_way/100404781,"road_(3423900894, 1160723029)",crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,712,0.006633,6246,
textmap,parcel_70923156553,node_5983701188,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,333,0.004737,3987,
textmap,census_550250016041,polygon_census_550250016032,touches,Polygon-Polygon,"(polygon,touches,polygon)",true,3073,424,0.005193,4819,
textmap,poi_way/102715295,node_5486601005,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,257,0.004357,3267,
textmap,census_550250012004,node_2665539185,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,288,0.004512,3511,
textmap,node_3023830084,node_3023830084,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2138,
textmap,census_550250003012,node_2605326731,contains,Polygon-Point,"(point,within,polygon)",false,3072,412,0.005132,4725,
textmap,node_1857660783,census_550250016063,within,Point-Polygon,"(point,within,polygon)",true,3072,322,0.004682,3731,
textmap,census_550250004081,poi_way/105822537,contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,357,0.004858,4518,
textmap,node_1238014903,node_1237984378,disjoint,Point-Point,"(point,disjoint,point)",true,3071,217,0.004156,2878,
textmap,poi_way/1134399569,poi_way/1134399570,overlaps,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,5443,
textmap,"road_(3455721651, 53482954)",census_550250016051,touches,LineString-Polygon,"(linestring,within,polygon)",false,3073,347,0.004808,4019,
textmap,node_1857881768,node_1191480564,disjoint,Point-Point,"(point,disjoint,point)",true,3071,218,0.004161,2872,
textmap,poi_way/1134399549,poi_way/1134399576,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,690,0.006523,5416,
textmap,poi_way/102715295,census_550250016051,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,411,0.005128,4894,
textmap,node_1385529573,node_1385529573,equals,Point-Point,"(point,equals,point)",true,3071,138,0.003761,2212,
textmap,poi_way/175097000,poi_way/103321352,crosses,LineString-LineString,I need to analyze the spatial relationship between LineStrin,false,3073,800,0.007073,5120,
textmap,"road_(1186319946, 6289887060)",census_550250016051,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,481,0.005478,5735,
textmap,census_550250108011,line_poi_way/665181117,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,466,0.005403,5292,
textmap,parcel_70923413987,node_1191480564,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,3072,543,0.005787,5066,
textmap,node_1221119215,node_5506667669,disjoint,Point-Point,"(point,disjoint,point)",true,3071,215,0.004146,2809,
textmap,node_3844307225,parcel_70923143625,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,249,0.004317,3459,
textmap,poi_way/106101986,node_1221016456,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,235,0.004247,3208,
textmap,census_550250004062,node_1385529573,contains,Polygon-Point,"(point,within,polygon)",false,3072,377,0.004957,4810,
textmap,poi_node/5696877052,census_550250017071,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,282,0.004482,3854,
textmap,census_550250017061,"line_road_(7126788075, 1188428664)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,270,0.004423,3831,
textmap,"road_(3886439888, 1192150143)",census_550250017071,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,348,0.004813,4809,
textmap,polygon_parcel_70923164506,parcel_70923143625,contains,Polygon-Polygon,"(polygon,equals,polygon)",false,3073,506,0.005603,4264,
textmap,poi_way/102371328,parcel_70923175272,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,478,0.005463,4384,
textmap,polygon_parcel_70914439182,poi_way/100403771,touches,Polygon-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,7115,
textmap,census_550250019013,"road_(3889963020, 6465840570)",crosses,Polygon-LineString,"(polygon,within,linestring)",false,3073,321,0.004678,4017,
textmap,parcel_70914439413,poi_way/100403771,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,704,0.006593,7314,
textmap,census_550250016032,census_550250017043,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,295,0.004548,3368,
textmap,poi_way/37516021,node_10587274591,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,322,0.004682,3586,
textmap,poi_way/759104560,line_poi_way/759104560,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,3073,631,0.006228,5010,
textmap,node_10780902522,line_poi_way/759104560,within,Point-LineString,"(point,touches,linestring)",false,3072,429,0.005217,4613,
textmap,poi_way/385774957,poi_node/9196464679,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,279,0.004467,6717,
textmap,poi_node/10607437264,census_550250017043,within,Point-Polygon,"(point,within,polygon)",true,3072,299,0.004567,4794,
textmap,"road_(2842212052, 53454955)",polygon_census_550250004071,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,361,0.004878,3984,
textmap,poi_way/103242253,parcel_70923215375,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,238,0.004263,3005,
textmap,node_7812452047,polygon_census_550250004071,within,Point-Polygon,"(point,within,polygon)",true,3072,367,0.004907,4345,
textmap,line_poi_way/759104560,poi_way/759104560,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,3073,402,0.005083,5205,
textmap,poi_way/407512857,"road_(2635256591, 1752047537)",overlaps,LineString-LineString,"(linestring,crosses,linestring)",false,3073,719,0.006668,6908,
textmap,"road_(4789043510, 2842212035)",polygon_census_550250004071,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,464,0.005393,5313,
textmap,"road_(53701437, 53588173)",census_550250008003,touches,LineString-Polygon,"(linestring,within,polygon)",false,3073,309,0.004618,3700,
textmap,node_2713279429,node_2713279429,equals,Point-Point,"(point,equals,point)",true,3071,128,0.003711,2254,
textmap,poi_node/2522752352,node_7216999745,disjoint,Point-Point,"(point,disjoint,point)",true,3071,230,0.004221,2794,
textmap,poi_node/5636148034,poi_node/5636148034,equals,Point-Point,"(point,equals,point)",true,3071,130,0.003721,2068,
textmap,node_53589589,census_550250008003,touches,Point-Polygon,"(point,within,polygon)",false,3072,296,0.004552,3380,
textmap,poi_way/37804099,node_1859358809,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,314,0.004642,3442,
textmap,line_poi_way/174362701,node_1859358809,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,363,0.004887,3982,
textmap,node_3423900538,census_550250008003,touches,Point-Polygon,"(point,within,polygon)",false,3072,261,0.004377,5425,
textmap,poi_way/1135060628,poi_way/1135060565,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,422,0.005183,4170,
textmap,census_550250016044,census_550250017043,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,683,0.006488,9284,
textmap,poi_way/677647103,polygon_parcel_70912405127,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,290,0.004523,3286,
textmap,poi_way/1135060648,poi_way/1135060647,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,4980,
textmap,census_550250011013,parcel_70923215375,contains,Polygon-Polygon,"(polygon,contains,polygon)",true,3073,373,0.004938,7840,
textmap,poi_way/737893560,poi_way/430188026,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,532,0.005733,5362,
textmap,"road_(244882907, 1426547644)","road_(441028446, 3912284127)",crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,486,0.005503,4295,
textmap,"line_road_(7189326331, 10198520185)","road_(7189326331, 10198520185)",equals,LineString-LineString,"(linestring,equals,linestring)",true,3073,191,0.004028,2638,
textmap,poi_way/43929274,poi_way/417982537,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,585,0.005998,5645,
textmap,poi_way/677647103,poi_way/677647173,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,5554,
textmap,poi_way/486673933,poi_way/565832280,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,726,0.006703,6007,
textmap,poi_way/91084881,line_poi_way/332978977,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,561,0.005878,5552,
textmap,poi_way/1135060544,poi_way/1135060543,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,6012,
textmap,poi_way/677548019,poi_way/353476329,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,5278,
textmap,poi_way/1134399573,poi_way/1134399569,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,358,0.004863,4754,
textmap,poi_way/1134399569,poi_way/1134399573,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,546,0.005803,6914,
textmap,poi_way/1135060563,poi_way/1135060551,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,426,0.005203,4751,
textmap,census_550250109082,poi_way/870974716,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,303,0.004588,4191,
textmap,poi_way/345773991,poi_way/322240003,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,682,0.006483,7266,
textmap,poi_way/1135060539,poi_way/1135060550,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,799,0.007068,6620,
textmap,poi_way/678049456,poi_way/345773991,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,404,0.005093,3757,
textmap,poi_way/1135060630,poi_way/1135060648,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,467,0.005408,4806,
textmap,poi_way/1135060647,poi_way/1135060642,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,618,0.006163,5415,
textmap,poi_way/1135060630,poi_way/1135060634,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,578,0.005963,5573,
textmap,poi_way/1134399617,poi_way/1134399547,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,393,0.005038,3923,
textmap,poi_way/345773990,poi_way/345773991,crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,5350,
textmap,poi_way/1134399550,"road_(53292958, 53292954)",disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,385,0.004998,3593,
textmap,poi_way/677457168,poi_way/870974716,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,622,0.006183,6916,
textmap,poi_way/1135060641,poi_way/1135060642,overlaps,LineString-LineString,"(linestring,touches,linestring)",false,3073,659,0.006368,6723,
textmap,poi_way/1134399598,poi_way/1134399599,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,532,0.005733,4787,
textmap,parcel_70920121012,poi_way/1134399549,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,445,0.005298,5705,
textmap,poi_way/1007428902,poi_way/1007428903,crosses,LineString-LineString,"(linestring,disjoint,linestring)",false,3073,623,0.006188,9672,
textmap,poi_way/585473415,poi_way/585473414,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,378,0.004963,3465,
textmap,poi_way/1134399595,poi_way/1134399599,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,445,0.005298,4826,
textmap,poi_way/1134399550,poi_way/1134399547,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,692,0.006533,7798,
textmap,poi_way/158464042,"road_(7810286433, 53594196)",crosses,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,4557,
textmap,"road_(7393770493, 7074177287)",poi_way/1053939957,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,631,0.006228,5060,
textmap,parcel_80925114813,poi_way/118690988,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,339,0.004768,4618,
textmap,"road_(2633805462, 3423901671)",poi_way/100404781,crosses,LineString-LineString,"(linestring,touches,linestring)",false,3073,583,0.005988,5707,
textmap,parcel_80925112867,poi_way/118690988,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,355,0.004848,4782,
textmap,parcel_80925113112,poi_way/118690988,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,397,0.005058,5279,
textmap,parcel_80925117809,poi_way/118690988,touches,Polygon-LineString,"(polygon,disjoint,linestring)",false,3073,403,0.005088,5312,
textmap,node_6090145358,poi_way/1134399617,within,Point-LineString,"(point,touches,linestring)",false,3072,260,0.004372,3321,
textmap,"road_(53623681, 53627235)",poi_way/118690988,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,3073,675,0.006448,5791,
textmap,poi_way/1134399574,node_3295625155,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,357,0.004857,6984,
textmap,line_poi_way/241508510,poi_way/241508510,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,3073,674,0.006443,5709,
textmap,node_8521488970,poi_way/345753995,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,252,0.004332,2849,
textmap,node_1202442147,"road_(7074177287, 7393770493)",disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,306,0.004602,3330,
textmap,poi_way/1134399602,poi_way/1134399617,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,354,0.004843,4541,
textmap,census_550250103003,poi_way/105818342,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,298,0.004563,3774,
textmap,poi_way/1134399548,node_10575643805,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,390,0.005022,4105,
textmap,poi_way/416234967,node_3269882028,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,521,0.005677,5015,
textmap,node_6090145354,census_550250003012,within,Point-Polygon,"(point,within,polygon)",true,3072,336,0.004752,3647,
textmap,poi_way/1134399553,census_550250003012,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,354,0.004843,3961,
