objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
parcel_60809396952,"POLYGON ((-89.558 43.0038, -89.5579 43.0038, -89.5576 43.002, -89.5579 43.0025, -89.558 43.0038))",census_550250108022,"POLYGON ((-89.5727 43.013, -89.5583 43.0131, -89.5495 43.0164, -89.5335 43.0161, -89.5338 43.0016, -89.5485 43.0019, -89.5484 42.9982, -89.5533 43.0001, -89.5559 42.9993, -89.5531 42.9957, -89.5484 42.9939, -89.5482 42.9882, -89.5622 42.9868, -89.5721 42.987, -89.573 42.9928, -89.5779 42.9976, -89.5782 43.0025, -89.5781 43.0117, -89.5727 43.013))",Polygon,Polygon,contains,5.0,212FF1FF2,14
parcel_60803101356,"POLYGON ((-89.5295 43.0307, -89.5291 43.0307, -89.5291 43.0305, -89.5295 43.0305, -89.5295 43.0307))",census_550250005043,"POLYGON ((-89.5086 43.0316, -89.5084 43.0304, -89.5272 43.0217, -89.5331 43.0161, -89.5335 43.0164, -89.5331 43.0313, -89.5086 43.0316))",Polygon,Polygon,contains,5.0,212FF1FF2,15
parcel_70823121325,"POLYGON ((-89.5124 43.0749, -89.5114 43.075, -89.5113 43.0732, -89.5124 43.0735, -89.5124 43.0749))",polygon_census_550250002042,"POLYGON ((-89.5174 43.0641, -89.5176 43.0686, -89.5196 43.0698, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5082 43.06455, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641))",Polygon,Polygon,contains,5.0,212FF1FF2,16
polygon_parcel_70814201037,"POLYGON ((-89.5122 43.084, -89.512 43.0842, -89.51176 43.08412, -89.5117 43.0841, -89.512 43.0838, -89.5122 43.084))",census_550250002051,"POLYGON ((-89.5121 43.086, -89.5022 43.0862, -89.5024 43.0766, -89.5075 43.0752, -89.508 43.0776, -89.5097 43.0799, -89.5123 43.0792, -89.5175 43.0801, -89.5184 43.0815, -89.5193 43.0814, -89.52 43.0836, -89.5141 43.0846, -89.5121 43.086))",Polygon,Polygon,contains,5.0,212FF1FF2,17
polygon_parcel_71034108227,"POLYGON ((-89.2909 43.0297, -89.2907 43.0297, -89.2907 43.02946, -89.2907 43.0294, -89.2909 43.0294, -89.2909 43.0297))",census_550250105012,"POLYGON ((-89.3081 43.0479, -89.3071 43.0459, -89.2991 43.0475, -89.2918 43.0473, -89.2911 43.0457, -89.2877 43.0451, -89.2868 43.0442, -89.2859 43.0261, -89.3074 43.0255, -89.3136 43.0302, -89.3217 43.0348, -89.3178 43.0333, -89.3111 43.035, -89.3096 43.0386, -89.3107 43.0408, -89.3126 43.0424, -89.3124 43.0444, -89.3128 43.0448, -89.3135 43.0447, -89.3127 43.0443, -89.3127 43.0424, -89.3137 43.0428, -89.3137 43.0444, -89.314 43.0427, -89.3219 43.0422, -89.3223 43.0442, -89.3222 43.0418, -89.3255 43.0424, -89.3288 43.0413, -89.3277 43.0433, -89.3264 43.0433, -89.3255 43.0437, -89.3277 43.0435, -89.3284 43.0454, -89.3262 43.0461, -89.3286 43.0456, -89.3285 43.0465, -89.3293 43.0459, -89.332 43.0469, -89.3343 43.0462, -89.3357 43.0471, -89.3107 43.0481, -89.3081 43.0479))",Polygon,Polygon,contains,5.0,212FF1FF2,18
parcel_70918315099,"POLYGON ((-89.4768 43.0767, -89.4765 43.0765, -89.4768 43.0763, -89.477 43.0764, -89.4768 43.0767))",census_550250002054,"POLYGON ((-89.4924 43.0825, -89.4922 43.0861, -89.4899 43.0861, -89.48 43.0797, -89.4754 43.0758, -89.4718 43.0744, -89.4765 43.0743, -89.4783 43.0753, -89.4988 43.0752, -89.5024 43.0766, -89.5024 43.0772, -89.5022 43.0825, -89.4924 43.0825))",Polygon,Polygon,contains,5.0,212FF1FF2,19
polygon_parcel_70931206077,"POLYGON ((-89.481 43.0418, -89.481 43.0422, -89.48068 43.0422, -89.4806 43.0422, -89.4806 43.0418, -89.481 43.0418))",census_550250004073,"POLYGON ((-89.4735 43.046, -89.4738 43.0444, -89.4774 43.0419, -89.4776 43.0392, -89.4929 43.0391, -89.4928 43.043, -89.494 43.043, -89.4939 43.0442, -89.4939 43.0463, -89.4735 43.046))",Polygon,Polygon,contains,5.0,212FF1FF2,20
parcel_60810454152,"POLYGON ((-89.5291 43.0046, -89.5285 43.0046, -89.5286 43.003, -89.5292 43.0031, -89.5291 43.0046))",census_550250108012,"POLYGON ((-89.5224 43.016, -89.5224 43.0152, -89.5235 43.0152, -89.5236 43.0088, -89.5166 43.0086, -89.5167 43.0014, -89.5042 43.0013, -89.5018 43.002, -89.4994 43.0015, -89.5046 42.9964, -89.5107 42.9954, -89.5121 42.9943, -89.5141 42.9946, -89.5266 42.9927, -89.5335 42.9905, -89.5338 43.0022, -89.5335 43.0161, -89.5224 43.016))",Polygon,Polygon,contains,5.0,212FF1FF2,21
parcel_081034207036,"POLYGON ((-89.2976 43.1148, -89.2974 43.1145, -89.2979 43.1144, -89.298 43.1146, -89.2976 43.1148))",census_550250026032,"POLYGON ((-89.2932 43.132, -89.2906 43.1249, -89.2986 43.1205, -89.2977 43.1175, -89.2961 43.1156, -89.2961 43.1139, -89.3149 43.1138, -89.3215 43.1189, -89.2961 43.137, -89.2932 43.132))",Polygon,Polygon,contains,5.0,212FF1FF2,22
parcel_70824414240,"POLYGON ((-89.4923 43.0619, -89.4921 43.0621, -89.4917 43.0618, -89.4909 43.0624, -89.4905 43.062, -89.4903 43.0622, -89.4897 43.0618, -89.4893 43.0619, -89.4893 43.061, -89.4918 43.061, -89.492 43.0616, -89.4923 43.0619))",census_550250002022,"POLYGON ((-89.499 43.0684, -89.4974 43.0675, -89.4871 43.0675, -89.485 43.066, -89.4852 43.0643, -89.4865 43.063, -89.4865 43.0608, -89.5028 43.0607, -89.5028 43.0612, -89.5026 43.0684, -89.499 43.0684))",Polygon,Polygon,contains,5.0,212FF1FF2,23
polygon_parcel_80917421941,"POLYGON ((-89.4505 43.1693, -89.4502 43.1694, -89.45004 43.16908, -89.45 43.169, -89.4502 43.169, -89.4505 43.1693))",census_550250112023,"POLYGON ((-89.4618 43.1775, -89.4388 43.1773, -89.4382 43.1758, -89.4352 43.1755, -89.4334 43.1745, -89.432 43.1761, -89.4252 43.1713, -89.4119 43.1592, -89.4119 43.156, -89.4105 43.1525, -89.4388 43.1465, -89.446 43.1482, -89.4716 43.1483, -89.4622 43.1576, -89.4618 43.1775))",Polygon,Polygon,contains,5.0,212FF1FF2,24
parcel_60907200462,"POLYGON ((-89.4783 43.014, -89.4777 43.0146, -89.4761 43.0145, -89.4762 43.0127, -89.4783 43.0127, -89.4783 43.014))",census_550250107025,"POLYGON ((-89.4932 43.0081, -89.4928 43.0105, -89.4909 43.0121, -89.4908 43.0157, -89.4726 43.0155, -89.4763 43.01, -89.4843 43.0053, -89.4844 43.0073, -89.4909 43.0035, -89.4972 43.0015, -89.4974 43.0064, -89.4974 43.0074, -89.4932 43.0081))",Polygon,Polygon,contains,5.0,212FF1FF2,25
polygon_parcel_70923166023,"POLYGON ((-89.3878 43.0719, -89.387 43.0724, -89.3864 43.072, -89.38688 43.0716, -89.387 43.0715, -89.3868 43.0713, -89.3878 43.0719))",parcel_70923166023,"POLYGON ((-89.387 43.0724, -89.3864 43.072, -89.387 43.0715, -89.3868 43.0713, -89.3878 43.0719, -89.387 43.0724))",Polygon,Polygon,contains,5.0,212F11FF2,26
parcel_71005147830,"POLYGON ((-89.3344 43.1021, -89.3338 43.1021, -89.3339 43.1018, -89.3344 43.1018, -89.3344 43.1021))",census_550250020001,"POLYGON ((-89.3368 43.1068, -89.3242 43.1067, -89.3381 43.0992, -89.3418 43.1046, -89.3387 43.1074, -89.3368 43.1068))",Polygon,Polygon,contains,5.0,212FF1FF2,27
parcel_70813110213,"POLYGON ((-89.4895 43.0838, -89.4887 43.0835, -89.4889 43.0833, -89.4897 43.0835, -89.4895 43.0838))",polygon_parcel_70813110213,"POLYGON ((-89.4897 43.0835, -89.4895 43.0838, -89.48886 43.08356, -89.4887 43.0835, -89.4889 43.0833, -89.4897 43.0835))",Polygon,Polygon,contains,5.0,212F11FF2,28
parcel_70923215375,"POLYGON ((-89.4014 43.072, -89.4011 43.072, -89.4011 43.0716, -89.4015 43.0716, -89.4014 43.072))",census_550250011013,"POLYGON ((-89.4009 43.0699, -89.4057 43.0696, -89.406 43.0733, -89.4006 43.0733, -89.4009 43.0699))",Polygon,Polygon,contains,5.0,212FF1FF2,29
parcel_70919207154,"POLYGON ((-89.4742 43.0718, -89.474 43.0718, -89.474 43.0715, -89.4742 43.0715, -89.4742 43.0718))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,30
parcel_60802304216,"POLYGON ((-89.5164 43.0206, -89.5162 43.0207, -89.5159 43.0204, -89.5161 43.0203, -89.5162 43.0205, -89.5164 43.0206))",census_550250005044,"POLYGON ((-89.5136 43.028, -89.5139 43.0158, -89.5331 43.0163, -89.5272 43.0217, -89.5136 43.028))",Polygon,Polygon,contains,5.0,212FF1FF2,31
parcel_70823210029,"POLYGON ((-89.5173 43.069, -89.517 43.0687, -89.5175 43.0686, -89.5177 43.0688, -89.5173 43.069))",census_550250002042,"POLYGON ((-89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641, -89.5176 43.0686, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752))",Polygon,Polygon,contains,5.0,212FF1FF2,32
parcel_80925116736,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",polygon_parcel_80925115960,"POLYGON ((-89.3631 43.1447, -89.3666 43.1454, -89.36756 43.14596, -89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447))",Polygon,Polygon,contains,5.0,212F11FF2,33
polygon_parcel_081034114059,"POLYGON ((-89.2894 43.1143, -89.2892 43.1143, -89.2892 43.11406, -89.2892 43.114, -89.2894 43.114, -89.2894 43.1143))",census_550250026033,"POLYGON ((-89.296 43.1154, -89.2977 43.1175, -89.2986 43.1205, -89.2906 43.1249, -89.2862 43.1121, -89.2856 43.1042, -89.2941 43.1047, -89.3007 43.1061, -89.2964 43.1065, -89.296 43.1154))",Polygon,Polygon,contains,5.0,212FF1FF2,34
polygon_parcel_70814421148,"POLYGON ((-89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772, -89.51196 43.07704, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752))",parcel_70814428136,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",Polygon,Polygon,contains,5.0,212F11FF2,35
polygon_parcel_70913433234,"POLYGON ((-89.3718 43.0786, -89.3714 43.0789, -89.37116 43.07866, -89.3711 43.0786, -89.3715 43.0784, -89.3718 43.0786))",census_550250019011,"POLYGON ((-89.3679 43.0781, -89.3683 43.0777, -89.3675 43.0778, -89.375 43.0753, -89.3787 43.0785, -89.3733 43.0823, -89.3679 43.0781))",Polygon,Polygon,contains,5.0,212FF1FF2,36
parcel_70918223044,"POLYGON ((-89.4791 43.0837, -89.4789 43.0833, -89.4792 43.0832, -89.4794 43.0837, -89.4791 43.0837))",census_550250001001,"POLYGON ((-89.4858 43.0946, -89.4824 43.0945, -89.4837 43.0935, -89.4821 43.0938, -89.4797 43.0907, -89.4733 43.0877, -89.4722 43.0866, -89.472 43.0849, -89.469 43.0827, -89.4792 43.0827, -89.4812 43.081, -89.4853 43.0864, -89.4878 43.0879, -89.4859 43.0897, -89.4858 43.0946))",Polygon,Polygon,contains,5.0,212FF1FF2,37
polygon_parcel_70919109186,"POLYGON ((-89.4712 43.0722, -89.4704 43.0722, -89.4704 43.07204, -89.4704 43.072, -89.4712 43.0719, -89.4712 43.0722))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,38
polygon_census_550250111042,"POLYGON ((-89.5015 43.1092, -89.5016 43.1333, -89.4916 43.1336, -89.49152 43.11616, -89.4915 43.1118, -89.4946 43.108, -89.4955 43.1051, -89.5015 43.1092))",census_550250111042,"POLYGON ((-89.4916 43.1336, -89.4915 43.1118, -89.4946 43.108, -89.4955 43.1051, -89.5015 43.1092, -89.5016 43.1333, -89.4916 43.1336))",Polygon,Polygon,contains,5.0,212F11FF2,39
parcel_70920216194,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))",census_550250003012,"POLYGON ((-89.4566 43.0729, -89.4569 43.0753, -89.4512 43.0754, -89.4511 43.0682, -89.4588 43.0706, -89.4553 43.0714, -89.4566 43.0729))",Polygon,Polygon,contains,5.0,212FF1FF2,40
parcel_081034319021,"POLYGON ((-89.2968 43.1126, -89.2963 43.1125, -89.2963 43.1123, -89.2969 43.1123, -89.2968 43.1126))",census_550250026031,"POLYGON ((-89.2961 43.1139, -89.2964 43.1065, -89.3006 43.1065, -89.3006 43.1058, -89.3167 43.1065, -89.3177 43.1101, -89.3109 43.1138, -89.2961 43.1139))",Polygon,Polygon,contains,5.0,212FF1FF2,41
polygon_parcel_70836429021,"POLYGON ((-89.4935 43.0324, -89.4932 43.0324, -89.4932 43.03208, -89.4932 43.032, -89.4934 43.032, -89.4935 43.0324))",census_550250004071,"POLYGON ((-89.4888 43.0319, -89.4969 43.0318, -89.4969 43.0355, -89.4997 43.0386, -89.4885 43.0391, -89.4888 43.0319))",Polygon,Polygon,contains,5.0,212FF1FF2,42
parcel_60802405022,"POLYGON ((-89.5043 43.0224, -89.5041 43.0224, -89.5042 43.0221, -89.5043 43.0221, -89.5043 43.0224))",census_550250005042,"POLYGON ((-89.5081 43.0192, -89.5066 43.0198, -89.5055 43.0225, -89.4987 43.023, -89.4989 43.0157, -89.5114 43.0158, -89.5116 43.0168, -89.509 43.0177, -89.5081 43.0192))",Polygon,Polygon,contains,5.0,212FF1FF2,43
parcel_70919101059,"POLYGON ((-89.4672 43.0736, -89.4666 43.0734, -89.4668 43.0731, -89.4673 43.0732, -89.4672 43.0736))",census_550250003013,"POLYGON ((-89.4649 43.0748, -89.4633 43.069, -89.4684 43.068, -89.4684 43.0709, -89.4675 43.0743, -89.4649 43.0748))",Polygon,Polygon,contains,5.0,212FF1FF2,44
parcel_70823304161,"POLYGON ((-89.5224 43.0661, -89.5218 43.0661, -89.5218 43.0659, -89.5224 43.0659, -89.5224 43.0661))",census_550250002043,"POLYGON ((-89.5186 43.075, -89.5204 43.0707, -89.5176 43.0686, -89.5174 43.0641, -89.5126 43.0641, -89.5127 43.0606, -89.5223 43.0605, -89.523 43.0642, -89.5218 43.075, -89.5186 43.075))",Polygon,Polygon,contains,5.0,212FF1FF2,45
polygon_parcel_60904460248,"POLYGON ((-89.4296 43.0166, -89.4288 43.0166, -89.42872 43.01604, -89.4287 43.0159, -89.4296 43.0159, -89.4296 43.0166))",census_550250014041,"POLYGON ((-89.4497 43.0222, -89.4483 43.0253, -89.4397 43.0261, -89.4302 43.0233, -89.4271 43.0242, -89.4236 43.0264, -89.4253 43.0226, -89.4294 43.0223, -89.4305 43.0215, -89.4308 43.0203, -89.4279 43.0202, -89.4263 43.0179, -89.4271 43.0158, -89.4554 43.0159, -89.4551 43.0186, -89.4497 43.0222))",Polygon,Polygon,contains,5.0,212FF1FF2,46
polygon_parcel_60911308112,"POLYGON ((-89.3996 43.0091, -89.3974 43.0092, -89.39732 43.00824, -89.3973 43.008, -89.3996 43.008, -89.3996 43.0091))",census_550250014051,"POLYGON ((-89.4254 43.0124, -89.412 43.0129, -89.4089 43.0164, -89.406 43.0165, -89.4032 43.0178, -89.3996 43.0181, -89.3988 43.019, -89.3954 43.0196, -89.3948 43.0186, -89.3956 43.017, -89.3968 43.0017, -89.428 43.0012, -89.4281 43.0079, -89.4273 43.0103, -89.4254 43.0124))",Polygon,Polygon,contains,5.0,212FF1FF2,47
polygon_parcel_60810243122,"POLYGON ((-89.5419 43.011, -89.5416 43.0112, -89.54144 43.01104, -89.5414 43.011, -89.5416 43.0108, -89.5419 43.011))",census_550250108022,"POLYGON ((-89.5727 43.013, -89.5583 43.0131, -89.5495 43.0164, -89.5335 43.0161, -89.5338 43.0016, -89.5485 43.0019, -89.5484 42.9982, -89.5533 43.0001, -89.5559 42.9993, -89.5531 42.9957, -89.5484 42.9939, -89.5482 42.9882, -89.5622 42.9868, -89.5721 42.987, -89.573 42.9928, -89.5779 42.9976, -89.5782 43.0025, -89.5781 43.0117, -89.5727 43.013))",Polygon,Polygon,contains,5.0,212FF1FF2,48
parcel_71021113099,"POLYGON ((-89.3099 43.0585, -89.3097 43.0568, -89.3108 43.0568, -89.3109 43.0585, -89.3099 43.0585))",polygon_census_550250029003,"POLYGON ((-89.3095 43.0586, -89.3081 43.0479, -89.32138 43.04774, -89.3247 43.0477, -89.3258 43.0583, -89.3095 43.0586))",Polygon,Polygon,contains,5.0,212FF1FF2,49
parcel_70919109186,"POLYGON ((-89.4704 43.0722, -89.4704 43.072, -89.4712 43.0719, -89.4712 43.0722, -89.4704 43.0722))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,50
parcel_70922423169,"POLYGON ((-89.408 43.0647, -89.408 43.0643, -89.4082 43.0643, -89.4082 43.0647, -89.408 43.0647))",census_550250012004,"POLYGON ((-89.4009 43.0676, -89.4008 43.0621, -89.409 43.0623, -89.409 43.0678, -89.4009 43.0676))",Polygon,Polygon,contains,5.0,212FF1FF2,51
parcel_60802302129,"POLYGON ((-89.5156 43.0185, -89.5153 43.0188, -89.5151 43.0188, -89.5151 43.0184, -89.5155 43.0184, -89.5156 43.0185))",census_550250005044,"POLYGON ((-89.5136 43.028, -89.5139 43.0158, -89.5331 43.0163, -89.5272 43.0217, -89.5136 43.028))",Polygon,Polygon,contains,5.0,212FF1FF2,52
parcel_60811105051,"POLYGON ((-89.5058 43.0111, -89.5044 43.0124, -89.5042 43.0124, -89.504 43.012, -89.5035 43.0122, -89.5028 43.0116, -89.5025 43.0108, -89.5033 43.0097, -89.5056 43.0107, -89.5058 43.0111))",census_550250108011,"POLYGON ((-89.5079 43.007, -89.5069 43.0106, -89.5043 43.0125, -89.4989 43.0126, -89.4994 43.0015, -89.5018 43.002, -89.5042 43.0013, -89.5121 43.0014, -89.5121 43.0024, -89.5116 43.0048, -89.5079 43.007))",Polygon,Polygon,contains,5.0,212FF1FF2,53
parcel_60811202162,"POLYGON ((-89.5142 43.0121, -89.5138 43.0121, -89.5138 43.0119, -89.5142 43.0119, -89.5142 43.0121))",census_550250108014,"POLYGON ((-89.5224 43.016, -89.5114 43.0158, -89.513 43.0141, -89.5131 43.01, -89.512 43.0091, -89.5076 43.009, -89.5077 43.0076, -89.5118 43.0047, -89.5121 43.0014, -89.5167 43.0014, -89.5166 43.0086, -89.5236 43.0088, -89.5235 43.0152, -89.5224 43.0152, -89.5224 43.016))",Polygon,Polygon,contains,5.0,212FF1FF2,54
parcel_60801210183,"POLYGON ((-89.5 43.0246, -89.4997 43.0244, -89.5 43.0242, -89.5003 43.0245, -89.5 43.0246))",census_550250005041,"POLYGON ((-89.4969 43.0318, -89.4967 43.0276, -89.4984 43.0251, -89.5029 43.0222, -89.5055 43.0225, -89.5055 43.0267, -89.5076 43.0287, -89.508 43.0306, -89.5056 43.0316, -89.4969 43.0318))",Polygon,Polygon,contains,5.0,212FF1FF2,55
polygon_parcel_70929202037,"POLYGON ((-89.4574 43.0604, -89.4574 43.0608, -89.45716 43.0608, -89.4571 43.0608, -89.4571 43.0604, -89.4574 43.0604))",polygon_census_550250004021,"POLYGON ((-89.4735 43.0544, -89.4719 43.0583, -89.4721 43.0609, -89.4593 43.0609, -89.4561 43.0609, -89.4561 43.0536, -89.4735 43.0536, -89.4735 43.0544))",Polygon,Polygon,contains,5.0,212FF1FF2,56
parcel_61003228061,"POLYGON ((-89.3036 43.018, -89.303 43.0174, -89.3032 43.017, -89.304 43.017, -89.3042 43.0179, -89.3036 43.018))",polygon_parcel_61003228061,"POLYGON ((-89.3042 43.0179, -89.3036 43.018, -89.303 43.0174, -89.30316 43.01708, -89.3032 43.017, -89.304 43.017, -89.3042 43.0179))",Polygon,Polygon,contains,5.0,212F11FF2,57
parcel_60809142342,"POLYGON ((-89.552 43.0095, -89.5515 43.0096, -89.5517 43.0092, -89.5521 43.0092, -89.552 43.0095))",census_550250108022,"POLYGON ((-89.5727 43.013, -89.5583 43.0131, -89.5495 43.0164, -89.5335 43.0161, -89.5338 43.0016, -89.5485 43.0019, -89.5484 42.9982, -89.5533 43.0001, -89.5559 42.9993, -89.5531 42.9957, -89.5484 42.9939, -89.5482 42.9882, -89.5622 42.9868, -89.5721 42.987, -89.573 42.9928, -89.5779 42.9976, -89.5782 43.0025, -89.5781 43.0117, -89.5727 43.013))",Polygon,Polygon,contains,5.0,212FF1FF2,58
parcel_081034412130,"POLYGON ((-89.2931 43.1088, -89.293 43.1085, -89.2933 43.1085, -89.2934 43.1088, -89.2931 43.1088))",census_550250026033,"POLYGON ((-89.296 43.1154, -89.2977 43.1175, -89.2986 43.1205, -89.2906 43.1249, -89.2862 43.1121, -89.2856 43.1042, -89.2941 43.1047, -89.3007 43.1061, -89.2964 43.1065, -89.296 43.1154))",Polygon,Polygon,contains,5.0,212FF1FF2,59
parcel_70928214166,"POLYGON ((-89.442 43.0543, -89.442 43.0542, -89.4425 43.0542, -89.4425 43.0543, -89.442 43.0543))",census_550250004011,"POLYGON ((-89.4387 43.0608, -89.4387 43.0561, -89.438 43.0553, -89.4459 43.0489, -89.4512 43.0464, -89.4511 43.0608, -89.4387 43.0608))",Polygon,Polygon,contains,5.0,212FF1FF2,60
parcel_60801226114,"POLYGON ((-89.5036 43.0316, -89.5021 43.0315, -89.5021 43.0309, -89.5028 43.0298, -89.5036 43.03, -89.5036 43.0316))",census_550250005041,"POLYGON ((-89.4969 43.0318, -89.4967 43.0276, -89.4984 43.0251, -89.5029 43.0222, -89.5055 43.0225, -89.5055 43.0267, -89.5076 43.0287, -89.508 43.0306, -89.5056 43.0316, -89.4969 43.0318))",Polygon,Polygon,contains,5.0,212FF1FF2,61
parcel_70814110124,"POLYGON ((-89.5029 43.0889, -89.5028 43.0881, -89.5035 43.0881, -89.5036 43.0889, -89.5029 43.0889))",census_550250110002,"POLYGON ((-89.5179 43.0954, -89.5076 43.0943, -89.5019 43.0918, -89.501 43.0902, -89.5021 43.0884, -89.5022 43.0862, -89.5121 43.086, -89.5172 43.0838, -89.5211 43.0838, -89.5208 43.087, -89.5214 43.0873, -89.52 43.0923, -89.5179 43.0954))",Polygon,Polygon,contains,5.0,212FF1FF2,62
parcel_80926405047,"POLYGON ((-89.3854 43.1355, -89.3851 43.1352, -89.3854 43.135, -89.3858 43.1353, -89.3854 43.1355))",census_550250023011,"POLYGON ((-89.388 43.1411, -89.3768 43.141, -89.3769 43.136, -89.3709 43.1338, -89.3843 43.1338, -89.3929 43.1418, -89.3881 43.1398, -89.388 43.1411))",Polygon,Polygon,contains,5.0,212FF1FF2,63
parcel_80924103073,"POLYGON ((-89.3703 43.159, -89.3702 43.1586, -89.3706 43.1584, -89.3708 43.1587, -89.3703 43.159))",polygon_parcel_80924103073,"POLYGON ((-89.3708 43.1587, -89.3703 43.159, -89.37022 43.15868, -89.3702 43.1586, -89.3706 43.1584, -89.3708 43.1587))",Polygon,Polygon,contains,5.0,212F11FF2,64
parcel_70823121193,"POLYGON ((-89.5124 43.0749, -89.5114 43.075, -89.5113 43.0732, -89.5124 43.0735, -89.5124 43.0749))",polygon_census_550250002042,"POLYGON ((-89.5174 43.0641, -89.5176 43.0686, -89.5196 43.0698, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5082 43.06455, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641))",Polygon,Polygon,contains,5.0,212FF1FF2,65
polygon_parcel_70923166023,"POLYGON ((-89.3878 43.0719, -89.387 43.0724, -89.3864 43.072, -89.38688 43.0716, -89.387 43.0715, -89.3868 43.0713, -89.3878 43.0719))",census_550250017041,"POLYGON ((-89.3843 43.0705, -89.386 43.0692, -89.3887 43.0715, -89.3871 43.0726, -89.3843 43.0705))",Polygon,Polygon,contains,5.0,212FF1FF2,66
parcel_60802311211,"POLYGON ((-89.5224 43.0218, -89.5219 43.0216, -89.5204 43.0221, -89.5203 43.0219, -89.5226 43.0203, -89.5229 43.0197, -89.5229 43.0189, -89.5235 43.0189, -89.5235 43.0217, -89.5224 43.0218))",census_550250005044,"POLYGON ((-89.5136 43.028, -89.5139 43.0158, -89.5331 43.0163, -89.5272 43.0217, -89.5136 43.028))",Polygon,Polygon,contains,5.0,212FF1FF2,67
polygon_parcel_70814428061,"POLYGON ((-89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772, -89.51196 43.07704, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752))",parcel_70814428136,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",Polygon,Polygon,contains,5.0,212F11FF2,68
parcel_81013244672,"POLYGON ((-89.2611 43.1597, -89.261 43.1594, -89.2612 43.1594, -89.2612 43.1597, -89.2611 43.1597))",census_550250115061,"POLYGON ((-89.2417 43.1778, -89.2419 43.1619, -89.2596 43.1531, -89.2657 43.1477, -89.2654 43.1564, -89.2673 43.1614, -89.2494 43.176, -89.2417 43.1778))",Polygon,Polygon,contains,5.0,212FF1FF2,69
polygon_parcel_70923179092,"POLYGON ((-89.3848 43.071, -89.3844 43.071, -89.3844 43.0707, -89.38472 43.07094, -89.3848 43.071))",parcel_70923179092,"POLYGON ((-89.3844 43.071, -89.3844 43.0707, -89.3848 43.071, -89.3844 43.071))",Polygon,Polygon,contains,5.0,212F11FF2,70
parcel_70823121177,"POLYGON ((-89.5124 43.0749, -89.5114 43.075, -89.5113 43.0732, -89.5124 43.0735, -89.5124 43.0749))",census_550250002042,"POLYGON ((-89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641, -89.5176 43.0686, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752))",Polygon,Polygon,contains,5.0,212FF1FF2,71
